ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
176,B,B,A,C,C,C,C,D,B,B,D,B,B,B,B,C,B,B,D,B,B,D,B,C,D,B,C,B,D,B,D,B,C,C,B,Moderate
177,C,C,B,D,C,D,C,A,A,C,C,C,C,B,D,B,C,C,B,C,C,B,B,B,D,A,B,B,C,B,C,B,A,B,A,Moderate
178,D,B,B,B,C,A,B,C,B,A,B,B,A,B,B,C,B,B,D,C,C,C,B,D,B,C,B,B,D,B,D,D,B,B,C,Moderate
179,C,C,A,B,B,C,D,A,C,C,C,C,B,C,C,B,A,A,B,A,C,C,C,C,C,A,B,C,C,B,C,C,C,B,B,Moderate
180,C,C,B,A,B,D,C,B,B,D,A,D,A,B,B,B,A,B,C,C,B,B,B,C,B,D,B,C,B,A,C,B,A,B,C,Moderate
181,B,A,A,C,B,B,C,A,C,A,D,D,C,B,B,B,B,B,B,B,B,B,A,B,B,A,D,B,C,B,B,C,C,B,B,Moderate
182,C,B,B,B,B,B,C,C,B,D,C,C,C,D,B,B,B,C,B,B,B,B,D,B,B,B,B,B,B,D,C,C,C,A,D,Moderate
183,B,C,B,C,C,C,B,B,D,B,B,C,B,C,D,D,A,B,B,B,A,B,B,D,D,C,B,A,B,C,B,B,C,C,A,Moderate
184,B,D,B,C,D,B,B,D,D,B,B,B,A,B,B,D,A,A,D,B,C,D,C,B,B,C,A,B,C,C,D,C,C,C,C,Moderate
185,A,D,D,B,A,C,B,B,A,B,C,C,C,C,B,D,D,B,C,C,C,B,C,B,C,B,C,D,B,C,B,D,C,C,A,Moderate
186,B,C,B,B,B,C,D,C,C,C,D,B,C,B,C,B,B,B,B,D,B,B,D,C,C,B,C,A,D,B,D,B,C,C,C,Moderate
187,B,C,C,C,B,B,B,C,C,C,B,C,C,B,C,D,B,B,C,C,B,C,B,B,B,B,C,C,B,A,A,C,D,B,C,Moderate
188,B,B,B,B,C,C,D,A,C,B,B,C,C,C,B,A,C,C,D,C,C,B,C,B,B,C,A,C,C,A,B,D,B,C,C,Moderate
189,D,B,C,D,C,C,B,A,C,A,C,C,B,B,B,D,B,D,D,B,C,B,C,C,B,B,A,A,B,C,B,B,B,D,B,Moderate
190,C,C,A,C,C,C,B,A,B,C,D,C,B,A,D,B,D,C,B,B,C,B,B,C,C,B,C,C,C,B,A,C,D,C,B,Moderate
191,D,A,B,D,C,B,B,C,B,A,C,B,C,B,C,C,C,D,B,B,D,B,C,C,B,C,C,B,C,B,B,C,C,B,D,Moderate
192,A,C,A,C,B,B,C,C,C,D,B,B,D,C,C,B,B,C,D,B,D,C,A,D,C,D,C,C,B,C,C,D,C,D,C,Moderate
193,C,B,D,B,B,C,B,C,C,B,C,C,A,A,B,B,B,B,B,B,B,A,C,C,B,D,B,C,B,C,B,B,C,A,D,Moderate
194,B,A,B,D,D,D,B,B,B,C,C,C,A,C,B,D,C,C,C,B,A,C,B,B,B,C,C,B,C,C,B,C,C,C,B,Moderate
195,A,C,D,C,B,D,B,B,B,B,C,B,D,D,A,B,C,B,B,D,C,C,B,B,D,B,B,A,C,D,B,C,C,C,D,Moderate
196,D,C,C,B,B,D,C,B,B,B,C,B,D,C,C,B,D,B,B,B,B,C,A,B,C,A,A,C,C,D,B,C,C,B,B,Moderate
197,B,B,B,C,B,C,B,C,B,C,B,C,B,B,A,B,C,D,D,C,B,B,B,C,C,C,B,C,A,B,D,D,C,C,B,Moderate
198,D,B,B,C,D,B,C,B,C,B,B,C,C,B,C,C,C,B,C,B,D,C,C,C,D,B,B,B,B,C,B,C,B,B,C,Moderate
199,C,B,D,C,D,B,A,B,B,D,D,A,C,C,B,B,D,B,B,D,C,B,B,C,D,B,B,C,A,D,B,C,B,B,B,Moderate
200,C,B,C,B,B,B,B,C,B,A,C,A,C,C,C,B,B,B,A,B,B,B,B,B,D,D,B,C,C,A,B,C,C,C,C,Moderate
201,D,B,C,B,C,C,C,D,C,B,B,C,D,B,A,B,C,C,C,C,B,C,B,D,C,D,B,B,C,A,B,B,C,D,A,Moderate
202,B,D,B,A,B,C,C,D,B,B,B,D,D,B,D,C,C,B,C,A,D,B,C,B,B,A,A,C,B,B,D,B,B,C,C,Moderate
203,B,D,B,C,B,A,A,B,C,B,D,A,B,B,C,C,C,B,B,C,D,C,B,A,B,C,B,C,B,D,B,B,D,B,B,Moderate
204,C,C,C,B,A,C,B,C,B,B,C,B,C,A,B,C,B,B,D,B,D,B,D,D,C,B,B,B,B,C,B,D,C,B,C,Moderate
205,B,B,B,B,D,B,C,B,B,C,B,B,B,C,C,C,C,B,B,C,C,B,A,D,C,C,B,B,B,D,C,C,D,B,C,Moderate
206,B,A,D,C,D,B,B,C,C,B,B,C,B,D,B,B,C,A,D,A,D,C,B,B,C,B,C,C,B,C,C,D,C,C,D,Moderate
207,C,C,B,C,A,B,B,C,C,C,B,A,A,D,B,B,C,D,D,C,B,B,C,C,C,C,C,B,C,D,C,C,C,D,B,Moderate
208,D,D,D,C,C,D,B,A,B,D,C,C,C,B,B,C,A,C,C,B,A,C,C,D,C,C,B,C,C,C,B,B,B,D,D,Moderate
209,A,B,C,C,B,B,B,D,B,D,D,A,B,D,C,B,B,C,C,C,C,C,C,D,B,D,B,D,B,A,A,C,C,C,B,Moderate
210,C,C,B,B,B,B,B,D,C,B,C,D,A,B,D,C,B,B,B,A,B,A,B,A,B,C,C,C,B,B,C,D,B,B,D,Moderate
211,B,A,B,C,C,B,A,C,B,D,C,C,B,B,C,B,C,D,C,B,D,A,C,B,B,B,B,C,B,B,A,C,D,C,C,Moderate
212,B,B,B,D,B,C,B,C,A,D,C,C,B,C,D,C,C,B,D,B,B,C,C,C,B,C,B,C,D,B,C,C,C,C,C,Moderate
213,A,A,C,B,D,B,C,D,C,B,C,C,B,C,A,C,B,C,C,C,B,C,B,B,C,B,B,B,A,C,B,B,B,A,B,Moderate
214,A,C,D,D,C,B,C,B,C,B,B,B,B,C,B,C,B,A,C,C,C,A,B,C,B,C,C,C,C,C,B,C,A,B,B,Moderate
215,A,C,C,C,D,D,C,B,C,B,C,C,B,C,C,A,B,D,C,A,B,B,B,D,C,C,D,B,B,C,C,C,C,B,B,Moderate
216,B,B,D,C,D,C,B,B,C,B,B,B,B,B,B,B,B,C,D,B,B,A,B,C,C,B,B,B,A,D,A,C,C,B,A,Moderate
217,C,D,C,C,B,A,A,C,B,A,D,B,D,C,B,B,D,D,D,B,B,D,B,C,C,C,D,D,B,B,B,C,C,B,C,Moderate
218,C,B,B,B,A,D,B,B,C,D,C,A,B,B,D,C,B,B,A,B,D,B,A,A,B,B,C,D,B,C,B,B,B,C,D,Moderate
219,B,C,B,B,B,C,A,B,D,C,D,D,C,C,B,C,B,C,C,D,C,B,C,B,C,C,A,B,C,C,D,B,B,C,A,Moderate
220,C,C,B,C,B,C,B,B,B,B,A,D,B,A,D,B,C,C,B,C,D,C,A,C,B,B,C,B,A,A,B,B,D,C,B,Moderate
221,D,C,C,B,C,C,B,A,C,B,B,D,B,C,B,C,C,B,B,D,C,D,D,C,B,C,C,D,C,B,B,A,C,B,B,Moderate
222,B,A,C,C,B,B,B,A,C,C,C,B,C,B,B,B,B,A,C,B,B,B,A,B,B,C,B,C,B,A,B,C,C,C,D,Moderate
223,C,A,C,D,C,B,B,C,B,C,B,D,D,D,C,A,B,C,D,C,B,B,D,C,B,C,B,C,B,D,C,B,B,C,D,Moderate
224,D,B,B,C,C,B,B,B,B,C,B,B,B,B,B,B,C,C,A,B,C,B,B,C,B,C,D,C,B,C,B,C,B,B,C,Moderate
225,A,B,A,B,C,C,C,C,B,C,A,D,D,D,B,C,B,D,B,B,C,C,B,D,C,D,C,B,C,B,C,C,D,B,C,Moderate
226,C,D,B,B,C,B,C,B,A,D,C,D,B,B,C,B,D,B,A,B,B,C,C,C,C,B,B,B,A,B,B,B,B,B,D,Moderate
227,C,C,C,B,B,C,B,C,C,D,C,A,D,B,C,C,B,B,B,B,C,C,A,C,B,C,C,C,C,A,B,C,C,C,B,Moderate
228,B,D,C,D,A,C,B,B,B,C,B,C,C,A,A,B,B,B,B,B,B,C,A,A,C,B,B,A,C,C,B,D,D,B,B,Moderate
229,C,C,B,C,D,C,D,B,D,B,A,C,A,C,B,B,C,D,B,A,B,C,B,B,B,B,C,B,C,B,B,B,A,C,B,Moderate
230,A,D,D,C,D,C,D,B,C,C,C,B,B,C,C,D,C,B,C,B,C,D,C,C,B,D,B,B,A,C,B,B,C,B,B,Moderate
231,B,B,C,C,D,A,B,C,A,D,B,A,B,D,B,C,C,B,D,C,C,C,B,C,B,C,A,B,C,C,C,C,B,B,B,Moderate
232,B,C,B,B,B,C,C,B,C,C,B,B,B,C,C,C,C,B,B,B,C,D,B,C,B,C,C,C,B,B,D,A,D,C,C,Moderate
233,B,B,C,B,D,B,B,C,C,C,B,C,B,D,C,B,B,B,C,C,B,D,C,B,B,B,B,B,B,C,C,B,C,C,B,Moderate
234,D,B,C,D,D,B,D,C,C,C,A,B,B,B,D,D,D,B,D,D,C,D,B,D,B,C,B,D,D,B,D,B,A,B,B,Moderate
235,D,C,D,A,C,C,D,C,B,B,C,B,C,D,C,C,B,B,B,B,B,A,A,B,A,D,B,C,D,C,C,A,C,C,B,Moderate
236,D,C,D,D,C,C,C,A,B,B,C,B,A,C,B,B,A,B,C,C,B,C,B,B,C,B,C,C,C,B,B,C,C,C,C,Moderate
237,B,B,C,A,A,C,D,B,D,C,A,B,C,B,B,C,B,C,B,C,B,C,B,C,B,C,B,A,B,D,B,D,B,B,A,Moderate
238,A,D,C,A,B,C,B,B,C,B,D,B,D,C,B,B,D,D,A,C,C,C,B,D,C,D,D,C,A,C,D,B,C,B,B,Moderate
239,D,C,B,B,D,C,D,D,C,B,B,D,B,C,D,C,C,B,D,D,C,B,C,B,D,B,C,B,C,B,B,B,A,C,B,Moderate
240,C,C,C,C,A,A,D,B,C,B,D,D,D,C,C,D,B,A,B,D,A,C,B,B,C,C,B,C,B,C,B,B,A,C,D,Moderate
241,B,B,B,B,C,C,C,B,B,C,C,B,B,D,D,B,D,B,A,C,C,C,C,B,D,C,C,B,C,C,B,C,A,B,A,Moderate
242,C,C,B,A,D,C,B,B,C,B,B,B,B,C,B,C,B,B,C,C,C,B,C,B,C,D,C,D,C,D,A,C,C,C,D,Moderate
243,B,B,B,D,C,A,B,B,C,C,C,B,B,C,B,B,C,B,B,C,B,B,B,A,B,D,D,B,C,B,C,A,A,C,C,Moderate
244,D,B,D,B,B,B,C,C,D,C,B,C,B,B,D,C,B,C,D,D,C,B,C,C,C,A,A,D,B,B,A,B,A,B,C,Moderate
245,A,D,D,B,B,C,D,B,B,D,D,A,C,C,B,C,C,B,D,C,D,B,B,A,A,D,B,C,B,B,C,B,B,C,D,Moderate
246,C,B,B,B,B,B,B,B,A,C,B,B,C,B,B,C,C,B,C,B,B,C,B,C,C,C,B,A,D,B,B,C,B,D,C,Moderate
247,B,D,B,B,D,C,B,B,B,B,C,C,B,A,B,C,B,B,D,C,D,B,B,B,D,B,B,C,A,B,C,B,A,B,B,Moderate
248,C,B,B,C,C,B,C,D,D,C,A,B,A,C,C,C,C,D,D,B,C,B,A,C,B,B,C,B,B,B,B,D,B,C,A,Moderate
249,D,C,B,D,A,C,B,B,D,C,D,D,B,D,A,B,B,C,B,C,C,D,B,B,B,A,B,B,C,C,C,B,B,C,B,Moderate
250,D,D,B,A,B,C,C,C,C,C,C,C,B,C,B,D,C,A,D,B,C,C,B,A,B,C,C,C,B,C,C,B,D,B,D,Moderate
251,B,A,D,B,A,B,C,A,B,B,B,A,C,B,A,D,B,D,D,B,D,B,C,C,D,C,B,B,C,C,C,C,B,D,B,Moderate
252,C,C,C,C,B,B,B,C,B,C,C,A,C,B,B,B,D,C,D,B,B,B,D,B,D,C,C,D,A,D,A,B,A,C,C,Moderate
253,B,B,A,A,B,B,D,C,B,A,B,B,B,B,A,D,C,C,D,B,D,B,B,B,C,C,B,A,C,B,C,B,C,A,A,Moderate
254,D,B,D,B,C,C,A,C,B,C,B,B,B,B,C,C,B,B,B,D,C,C,A,D,C,B,C,D,C,C,D,A,B,D,D,Moderate
255,C,B,D,A,B,C,B,B,D,C,C,C,C,D,B,C,B,B,B,B,B,D,A,A,C,D,C,C,D,D,B,D,C,B,B,Moderate
256,C,B,C,B,B,B,D,B,B,C,D,B,D,B,C,A,B,C,A,D,C,C,B,B,A,D,C,A,C,C,B,B,B,D,C,Moderate
257,C,B,D,B,B,C,C,D,B,B,C,B,C,D,B,A,B,B,B,C,B,B,C,B,C,A,A,B,C,D,C,A,B,A,B,Moderate
258,D,A,B,A,A,A,D,B,D,C,B,D,B,B,B,B,C,C,A,C,A,A,A,C,B,B,C,C,C,C,B,B,C,D,C,Moderate
259,A,A,D,B,C,C,C,B,B,C,B,D,C,C,B,B,B,D,C,B,D,B,B,A,B,B,C,C,B,B,B,D,D,B,B,Moderate
260,B,C,D,B,C,D,B,A,B,D,C,C,D,B,C,D,B,C,D,B,C,A,C,C,C,D,C,D,C,B,C,B,D,B,D,Moderate
261,C,C,D,B,A,B,C,B,B,C,C,B,D,B,B,D,C,B,D,D,B,B,C,B,B,C,B,B,B,B,C,B,C,A,D,Moderate
262,B,B,C,C,C,C,A,B,C,A,D,A,B,D,D,B,B,C,C,C,B,C,B,B,B,C,B,D,C,C,B,C,D,B,B,Moderate
263,C,D,C,D,B,B,B,C,D,C,D,B,C,B,B,C,C,B,B,B,D,C,C,B,A,C,B,A,B,B,C,A,C,B,C,Moderate
264,C,D,B,C,A,A,C,B,A,B,B,D,B,A,D,B,D,A,B,B,B,C,B,C,D,C,D,A,C,A,C,A,D,B,C,Moderate
265,A,B,C,B,C,C,B,D,B,B,A,C,C,B,C,B,B,C,B,C,C,C,C,C,B,C,C,C,C,B,A,D,B,B,D,Moderate
266,B,B,A,B,C,B,C,C,C,C,B,C,A,C,B,C,C,A,C,C,C,D,D,D,B,C,B,D,D,D,B,A,C,C,B,Moderate
267,B,C,B,B,A,B,B,C,B,D,B,C,C,C,D,A,A,B,B,A,C,C,C,C,A,C,B,D,B,D,A,D,B,D,C,Moderate
268,C,B,C,B,A,B,B,A,B,B,A,C,C,B,C,C,B,C,C,A,D,B,B,B,B,C,B,B,B,C,C,C,C,C,D,Moderate
269,C,B,A,B,C,B,C,A,D,A,B,C,B,C,C,D,C,C,B,B,C,B,C,C,C,C,B,A,C,B,C,B,A,C,B,Moderate
270,B,B,A,B,C,B,B,C,B,B,C,B,A,C,B,A,B,B,B,C,D,C,B,C,B,D,B,B,B,B,C,B,B,C,B,Moderate
271,C,C,C,D,D,C,B,C,C,C,B,B,A,C,B,A,A,A,C,D,B,D,C,B,A,D,B,C,A,C,C,D,C,B,D,Moderate
272,C,C,B,B,D,B,C,B,D,B,A,B,C,B,C,B,C,C,B,D,A,B,D,B,C,D,C,C,A,B,C,B,C,D,D,Moderate
273,C,B,C,B,A,C,D,C,C,C,C,C,C,B,B,C,D,B,B,B,B,C,B,C,B,B,B,B,C,C,B,B,D,D,B,Moderate
274,C,D,C,C,D,B,C,D,C,C,D,C,D,A,B,B,B,A,C,B,C,C,D,C,B,A,C,C,B,B,A,A,B,B,B,Moderate
275,C,B,C,D,A,C,A,D,C,C,D,C,B,A,B,C,A,B,C,B,C,D,B,C,B,D,B,B,C,B,B,C,B,D,B,Moderate
276,B,D,B,D,B,B,D,D,B,B,C,C,B,C,C,C,B,B,B,C,A,D,D,B,B,D,D,C,C,B,C,B,C,D,C,Moderate
277,C,C,A,B,B,A,A,C,B,B,C,B,B,C,B,D,B,B,D,B,B,C,C,C,B,A,C,C,C,D,A,C,B,B,B,Moderate
278,D,C,C,A,C,B,B,A,D,D,C,C,C,D,C,B,B,B,D,A,B,B,C,B,D,A,C,C,C,B,C,C,B,B,D,Moderate
279,D,B,B,B,D,C,C,C,A,B,C,B,C,B,B,B,B,D,B,B,D,C,A,D,C,C,C,A,D,D,B,D,C,C,B,Moderate
280,C,B,D,C,D,D,C,B,D,B,A,A,A,D,B,C,B,A,C,D,B,D,B,B,A,C,B,C,A,A,D,B,B,C,B,Moderate
281,C,C,C,B,B,C,B,A,C,B,C,C,C,D,C,C,B,D,C,B,C,C,D,A,B,B,C,C,C,B,C,B,B,C,B,Moderate
282,B,C,D,D,C,A,C,C,C,B,C,B,C,B,D,B,B,A,B,C,B,C,B,C,C,B,B,B,D,D,A,C,A,C,C,Moderate
283,C,B,B,B,D,B,B,D,B,B,B,C,B,C,C,C,B,C,B,B,C,C,C,D,C,C,C,B,B,C,B,C,D,B,C,Moderate
284,A,C,C,A,B,C,C,C,C,C,C,B,B,C,C,D,B,A,C,B,B,A,B,C,B,B,B,C,C,D,D,C,C,D,C,Moderate
285,A,D,C,B,C,A,D,C,A,B,A,B,B,B,C,B,B,C,B,C,D,B,B,A,B,B,C,D,B,C,B,C,B,C,C,Moderate
286,C,B,B,B,B,D,C,B,B,A,B,B,D,D,D,C,D,C,A,B,B,B,D,D,D,B,D,B,C,C,C,D,C,C,C,Moderate
287,D,C,B,B,A,C,B,C,C,C,C,B,D,A,A,D,B,B,C,B,B,C,C,B,B,D,C,B,C,C,B,B,C,B,C,Moderate
288,A,B,B,C,B,B,D,B,B,D,C,B,B,B,C,C,C,B,D,C,D,B,B,C,B,D,D,C,C,B,A,A,C,B,B,Moderate
289,B,C,C,C,B,B,B,C,B,B,A,D,C,C,C,B,D,B,D,A,B,C,D,C,C,C,B,B,C,B,B,A,C,C,A,Moderate
290,C,B,B,C,C,D,B,B,B,B,B,D,B,D,C,D,B,B,C,D,C,B,B,B,B,B,B,B,C,D,C,C,D,B,C,Moderate
291,D,B,B,B,B,B,D,D,B,C,C,C,B,B,C,B,D,B,B,B,C,B,B,D,A,B,B,C,B,B,D,B,C,C,C,Moderate
292,C,D,B,D,D,B,C,B,C,C,B,C,B,A,C,B,D,B,B,B,A,B,B,B,D,B,C,C,B,B,D,B,B,B,B,Moderate
293,C,A,B,B,B,B,B,C,B,B,B,C,B,D,B,C,B,D,B,C,B,C,C,D,C,B,B,B,C,C,C,B,C,D,B,Moderate
294,B,C,B,C,B,C,A,B,B,D,D,C,B,D,C,B,B,B,C,C,D,D,C,A,C,C,D,D,B,C,A,C,B,C,A,Moderate
295,D,A,B,B,C,C,B,C,B,B,A,C,B,C,B,C,A,A,B,C,B,B,A,B,C,D,A,B,B,C,B,C,D,C,D,Moderate
296,B,C,D,A,D,C,C,B,B,A,D,C,D,D,C,B,C,C,A,C,C,B,C,B,B,B,B,B,B,D,D,C,A,C,C,Moderate
297,B,C,A,B,A,B,C,D,C,B,C,B,C,C,B,B,C,D,C,C,B,B,A,D,C,B,C,B,C,C,C,B,B,C,C,Moderate
298,A,B,D,C,C,B,B,D,D,C,C,C,D,A,A,B,B,B,B,B,B,D,B,B,B,C,C,C,A,D,D,C,B,D,B,Moderate
299,C,D,A,D,B,D,D,C,D,D,D,C,C,B,C,C,A,C,B,B,C,D,C,B,C,C,D,C,C,C,C,C,D,A,C,Moderate
300,C,C,B,B,A,C,B,B,B,B,D,B,C,B,B,C,B,D,D,C,B,B,A,B,C,B,C,A,B,D,B,C,C,C,B,Moderate
301,B,C,B,C,D,B,C,B,B,C,A,C,D,B,B,B,D,B,B,C,B,B,B,B,B,C,C,C,C,D,A,B,C,D,B,Moderate
302,B,D,B,B,C,B,B,B,D,B,C,C,A,B,C,B,B,A,B,B,C,D,B,B,C,C,C,D,B,C,A,D,B,D,C,Moderate
303,B,C,B,C,C,C,C,D,B,C,B,B,C,B,B,B,C,C,A,A,C,C,C,B,B,A,C,C,B,D,B,C,B,A,D,Moderate
304,B,C,C,D,B,A,A,D,D,A,B,B,C,D,C,B,B,C,C,B,C,B,C,B,B,D,C,D,C,C,D,B,B,B,C,Moderate
305,C,C,C,B,C,C,C,D,B,C,D,D,B,C,C,D,C,D,B,A,D,B,D,B,B,B,B,C,C,D,C,C,D,A,C,Moderate
306,B,D,C,B,B,A,C,B,A,B,B,C,A,B,B,C,B,B,A,B,C,B,C,B,D,B,B,B,B,B,B,B,B,B,C,Moderate
307,B,D,C,B,D,B,B,C,B,D,D,B,A,A,B,B,B,C,B,B,B,A,C,B,A,B,D,B,C,C,C,B,B,A,D,Moderate
308,A,B,D,A,B,B,C,C,C,D,C,B,B,C,B,D,B,C,B,C,B,B,C,C,D,B,D,B,B,C,C,B,C,A,C,Moderate
309,A,C,B,C,D,C,B,B,B,B,B,C,C,B,C,C,D,B,C,B,B,B,C,D,C,B,C,B,D,D,C,B,D,B,C,Moderate
310,B,B,C,D,C,B,B,C,B,C,C,C,B,C,B,A,B,B,B,B,C,C,D,B,A,B,D,C,D,C,C,B,B,C,B,Moderate
311,B,B,B,B,D,D,D,B,A,D,B,B,C,A,D,B,D,B,B,D,B,C,C,C,B,C,B,D,B,D,B,D,B,C,B,Moderate
312,C,C,A,C,A,B,C,B,B,C,D,D,A,D,A,B,D,C,C,C,C,A,C,C,A,D,C,B,B,C,C,B,D,C,B,Moderate
313,D,B,C,B,D,C,C,C,D,C,A,B,C,B,C,B,B,B,B,D,B,C,B,D,B,B,D,C,B,B,C,B,B,C,C,Moderate
314,C,B,C,C,C,B,A,C,B,B,D,D,A,D,A,D,B,B,B,B,C,C,C,C,D,D,D,D,B,B,B,C,B,B,B,Moderate
315,C,B,C,B,D,B,D,B,C,C,D,B,D,D,C,B,B,C,B,B,C,C,B,B,D,C,B,B,B,B,D,B,B,B,B,Moderate
316,B,C,C,B,D,C,A,B,D,C,C,C,B,C,C,B,C,B,D,B,B,B,C,C,B,C,B,B,B,D,B,C,D,C,D,Moderate
317,C,B,D,B,C,C,B,B,D,C,B,C,C,D,C,A,C,B,D,C,B,B,B,C,A,B,A,B,D,B,B,C,C,C,B,Moderate
318,B,C,C,D,B,C,C,C,B,C,C,C,C,C,C,B,B,C,B,B,B,C,C,B,C,C,B,D,B,B,C,B,B,D,B,Moderate
319,B,B,D,B,D,B,D,B,B,D,C,C,C,C,B,C,D,C,A,B,C,C,B,B,B,C,B,A,D,B,B,B,C,B,B,Moderate
320,B,C,A,C,C,B,A,B,B,D,C,B,B,B,B,C,B,C,C,C,B,D,B,C,C,B,B,B,C,B,C,B,B,B,B,Moderate
321,B,B,B,B,B,C,B,D,A,B,C,B,C,C,B,C,B,B,C,C,C,C,D,B,B,C,C,C,A,D,C,B,C,D,C,Moderate
322,B,C,D,C,B,D,C,B,A,C,A,B,B,B,C,B,C,D,C,C,B,B,C,B,A,D,C,D,B,C,B,B,D,C,A,Moderate
323,B,B,C,C,C,B,C,B,D,B,C,C,B,C,B,B,D,B,B,B,C,C,B,C,B,C,B,C,C,C,C,B,A,B,D,Moderate
324,C,C,C,B,C,B,C,B,B,B,B,B,B,A,D,C,C,B,C,C,B,C,B,B,C,C,C,B,C,C,B,C,B,B,D,Moderate
325,A,D,B,A,C,B,B,C,B,C,A,C,A,B,C,B,C,B,B,B,B,A,B,C,C,B,A,C,B,D,B,D,B,C,D,Moderate
326,B,C,C,C,C,C,B,B,B,C,C,B,B,A,C,B,C,C,B,B,B,C,B,C,B,C,C,D,B,B,B,C,B,C,C,Moderate
327,C,B,C,C,D,D,B,B,B,D,C,B,B,A,B,D,C,B,B,A,D,A,A,D,C,B,B,B,B,B,B,B,C,B,C,Moderate
328,B,A,C,B,C,B,D,C,C,B,B,C,C,B,B,B,C,B,B,C,C,C,B,B,D,B,B,D,A,C,A,B,C,D,B,Moderate
329,C,B,C,A,B,B,B,B,B,C,C,C,B,B,B,A,C,C,B,B,B,C,C,D,C,A,B,A,B,B,B,B,C,B,B,Moderate
330,C,C,B,B,B,B,D,B,D,B,B,D,B,A,C,D,B,D,C,C,A,A,B,D,C,C,C,C,C,D,A,B,B,C,B,Moderate
331,C,C,D,B,B,B,B,C,D,B,C,B,A,B,D,C,B,B,B,D,C,C,C,C,D,C,A,B,B,A,C,A,C,A,C,Moderate
332,C,A,A,A,B,B,D,D,B,D,B,B,D,B,B,C,C,A,D,D,B,D,B,C,C,A,C,D,C,B,D,B,A,A,C,Moderate
333,A,B,B,B,B,C,B,C,B,B,B,A,C,D,B,C,B,B,A,C,B,C,A,B,B,D,A,B,B,B,D,D,B,A,B,Moderate
334,B,B,D,B,B,C,C,B,C,B,D,C,B,C,C,C,A,A,B,B,B,B,C,A,B,C,B,D,A,B,A,C,C,B,B,Moderate
335,D,B,D,B,C,B,A,D,D,C,A,A,D,D,B,B,C,A,D,D,C,A,C,B,A,B,B,C,C,B,B,D,B,D,D,Moderate
336,B,C,C,C,D,B,B,C,D,D,B,D,A,C,C,B,A,A,D,A,B,D,B,C,C,D,B,B,D,D,B,C,C,B,B,Moderate
337,D,C,A,C,B,B,D,B,C,B,B,C,C,B,B,A,A,D,B,B,C,B,D,C,D,D,A,C,A,C,B,A,B,C,B,Moderate
338,B,B,C,B,C,B,B,C,D,D,A,B,B,C,B,C,A,C,A,C,C,B,C,B,C,D,D,D,C,D,B,B,B,B,B,Moderate
339,D,B,B,B,D,D,B,B,C,B,C,B,B,C,C,B,A,C,B,D,D,B,B,B,B,B,D,B,C,D,B,C,B,C,C,Moderate
340,A,B,C,C,B,C,C,D,B,B,C,B,C,C,C,C,D,C,B,B,C,B,C,C,C,C,C,D,C,B,D,A,C,C,C,Moderate
341,B,D,B,C,B,C,B,C,C,B,C,C,C,B,B,C,B,B,A,B,C,C,D,C,C,B,D,C,C,B,A,A,B,D,C,Moderate
342,C,A,D,B,B,A,B,C,C,B,C,D,C,B,D,C,B,C,C,C,C,A,B,C,A,D,B,B,B,A,C,B,B,B,B,Moderate
343,B,B,B,B,B,C,B,C,C,C,B,B,B,C,B,A,B,A,B,B,B,C,C,B,B,A,B,C,B,C,C,B,C,B,C,Moderate
344,C,A,C,B,B,C,B,B,B,C,D,B,B,D,A,C,C,B,B,C,C,C,D,B,B,B,B,B,B,C,B,C,B,B,D,Moderate
345,B,C,B,B,D,C,B,C,B,D,A,D,D,B,C,B,B,B,A,B,A,C,B,B,A,D,C,B,D,D,C,D,C,B,C,Moderate
346,B,B,C,C,B,B,C,B,C,C,C,B,B,C,A,D,B,B,C,D,B,C,C,D,C,C,C,B,C,C,D,A,C,C,B,Moderate
347,B,C,D,D,C,D,C,D,A,C,D,A,D,B,B,B,A,C,C,B,C,D,C,B,C,A,D,B,B,C,C,C,B,B,B,Moderate
348,B,A,B,B,C,B,C,C,B,C,D,B,C,B,C,B,B,B,C,C,B,B,C,C,C,A,B,B,B,A,D,C,B,D,C,Moderate
349,C,C,C,D,C,C,C,A,B,B,C,B,D,C,D,C,D,C,B,C,C,D,C,B,D,B,B,D,A,B,C,D,C,C,C,Moderate
350,A,B,A,B,C,B,A,C,C,B,B,B,C,B,C,C,C,C,D,B,C,D,A,C,C,D,D,C,B,C,C,C,D,B,C,Moderate
351,C,C,C,D,B,C,B,D,C,D,C,C,B,B,B,B,B,B,B,B,B,B,D,A,B,D,B,B,B,B,B,B,B,C,C,Moderate
352,B,C,D,C,B,D,C,B,D,C,D,C,D,C,C,D,B,B,B,B,B,B,B,C,B,C,C,C,B,B,A,A,C,A,C,Moderate
353,B,C,B,D,C,C,B,D,B,D,A,C,B,C,A,B,B,B,B,B,B,C,B,C,C,A,C,D,A,B,C,C,C,C,B,Moderate
