ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
178,A,A,B,A,B,B,B,C,C,C,C,C,B,A,C,D,B,D,B,A,B,B,A,D,D,C,B,B,D,D,B,C,A,B,C,Moderate
179,B,A,C,A,C,A,C,B,B,D,A,C,C,B,B,A,B,C,A,C,B,D,A,B,B,B,B,B,C,B,A,C,B,A,A,Moderate
180,B,D,B,B,A,C,A,C,B,B,D,A,A,B,B,C,A,B,A,B,D,B,D,D,B,A,A,C,C,B,D,C,B,D,D,Moderate
181,A,D,A,A,B,B,C,D,B,D,B,A,C,B,B,D,B,D,D,C,B,A,B,C,D,B,B,C,C,B,D,B,A,B,A,High
182,A,D,A,C,C,C,B,B,D,B,C,D,B,C,C,B,C,A,B,C,A,C,D,C,B,B,B,C,A,D,B,C,B,A,B,High
183,D,C,B,C,B,C,C,A,C,B,B,B,B,A,C,A,D,B,B,C,B,B,C,B,A,B,B,A,A,A,B,D,A,C,D,Moderate
184,D,D,B,C,C,B,A,C,B,B,B,A,B,B,C,C,A,B,C,B,D,B,A,A,B,C,A,B,A,C,B,D,A,B,A,Moderate
185,D,A,A,D,C,D,D,B,B,B,A,D,A,D,B,C,D,B,A,B,C,A,B,B,A,B,B,B,A,A,C,D,A,B,A,Moderate
186,A,A,B,C,D,B,C,D,C,A,C,B,B,B,B,B,D,B,B,B,D,D,B,A,C,C,C,B,D,D,C,C,B,D,B,High
187,B,C,C,D,A,D,C,B,C,C,A,A,C,D,A,B,A,A,C,D,B,B,A,D,A,D,D,B,A,A,D,B,B,D,C,High
188,C,C,A,B,B,A,B,B,C,B,A,B,D,B,C,A,C,B,C,D,B,B,B,B,D,D,B,C,A,B,B,A,B,A,A,Moderate
189,B,A,B,C,B,A,C,B,D,C,B,D,C,C,B,B,B,B,D,A,C,C,A,A,A,C,C,A,B,D,B,A,A,C,D,Moderate
190,C,B,B,B,A,A,C,C,C,C,B,B,C,C,C,A,A,A,D,A,B,A,B,C,B,D,C,C,A,C,A,B,B,C,A,Moderate
191,B,C,B,B,B,C,B,A,C,C,D,A,D,B,C,B,C,A,C,D,D,D,A,B,D,B,C,B,A,B,D,B,B,B,A,High
192,D,C,B,D,C,B,B,B,B,B,A,B,B,B,D,C,B,A,D,A,A,C,B,D,D,C,A,A,C,B,B,A,C,C,C,Moderate
193,D,A,A,C,C,C,B,D,B,C,D,B,C,B,B,B,B,D,B,B,A,A,D,D,B,D,C,B,D,B,B,C,C,A,A,High
194,C,C,A,C,A,C,B,B,C,B,C,A,B,C,A,A,A,B,A,C,B,B,C,B,B,B,A,B,B,A,A,C,C,B,A,Moderate
195,B,B,D,B,A,B,B,A,D,C,B,B,C,B,C,B,C,B,A,B,C,C,D,C,D,B,A,C,C,B,B,A,C,C,A,Moderate
196,C,A,B,A,A,D,B,C,B,C,B,A,C,B,A,A,D,D,B,C,C,A,D,B,B,B,A,C,B,A,A,D,A,B,A,Moderate
197,B,A,C,B,A,B,B,D,B,B,B,B,A,A,C,B,A,A,C,B,B,D,B,A,C,B,B,A,D,B,B,C,C,D,D,Moderate
198,A,B,D,B,A,B,C,B,A,D,A,B,C,D,A,D,D,A,A,A,C,A,D,C,C,B,A,C,B,B,C,C,D,B,D,Moderate
199,B,C,B,C,A,A,C,C,A,A,B,C,B,B,B,B,C,A,B,A,B,B,D,B,A,C,B,C,C,B,A,C,B,D,A,Moderate
200,C,D,C,B,C,B,C,B,D,B,B,A,B,A,A,A,A,C,D,C,C,C,B,A,D,B,B,C,C,A,C,B,D,D,C,High
201,D,B,D,C,C,B,B,B,B,B,B,C,B,A,A,D,B,C,A,A,A,B,B,B,A,B,C,B,B,C,B,B,A,A,A,Moderate
202,C,C,B,A,D,C,B,C,B,B,C,A,B,A,C,B,D,C,A,B,C,A,A,C,B,D,B,B,D,A,B,B,C,D,A,Moderate
203,D,C,C,D,C,B,B,B,C,C,D,C,B,C,B,C,C,C,B,B,B,C,A,B,D,A,B,B,B,D,D,A,B,D,B,High
204,D,A,A,D,B,D,C,A,A,C,A,B,B,D,B,D,D,B,A,C,C,B,B,B,B,B,A,C,A,B,B,C,A,B,D,Moderate
205,B,C,A,C,A,B,B,D,B,B,A,A,B,A,C,D,C,B,B,D,A,B,D,C,B,C,C,D,B,A,C,D,B,A,B,Moderate
206,C,A,D,B,A,A,A,D,B,B,A,B,B,A,B,D,B,D,D,B,C,B,B,C,B,A,A,A,D,B,A,A,B,C,B,Moderate
207,D,C,A,A,A,D,A,A,B,B,D,B,B,C,B,A,B,C,A,C,D,C,B,C,B,A,B,C,B,A,D,B,B,B,A,Moderate
208,C,B,B,A,A,D,C,A,A,D,B,A,D,C,C,C,A,B,C,A,C,C,A,C,D,A,B,A,D,B,B,A,C,A,B,Moderate
209,D,C,D,B,D,B,C,B,C,B,B,C,A,A,A,B,D,D,B,C,B,A,B,D,D,C,C,D,B,A,C,D,C,B,B,High
210,D,B,B,B,B,C,A,A,C,B,D,B,B,A,B,D,B,B,C,A,A,C,C,B,A,C,B,A,C,B,B,D,B,A,D,Moderate
211,A,C,D,C,B,D,C,C,C,C,A,A,B,D,B,D,D,B,B,A,B,B,A,B,D,D,B,B,B,B,D,C,B,B,A,High
212,B,B,C,C,D,C,D,B,B,B,B,C,C,D,B,C,B,B,C,B,A,A,D,C,B,D,B,A,B,D,D,B,A,C,B,High
213,C,A,C,A,A,A,B,C,C,A,B,C,A,B,A,B,A,D,A,C,D,B,C,C,A,A,B,C,A,B,C,B,B,C,D,Moderate
214,B,B,B,B,A,B,C,B,C,B,B,A,C,A,C,C,B,C,C,D,D,C,C,A,A,C,B,A,B,B,D,C,B,A,D,Moderate
215,B,B,D,D,B,A,A,D,D,A,A,D,A,B,B,B,A,A,C,B,B,C,B,D,A,B,B,A,B,B,A,A,C,C,C,Moderate
216,B,B,A,B,C,A,D,A,C,B,C,B,B,B,C,C,A,A,B,D,B,A,B,B,C,B,A,A,B,A,A,C,C,B,B,Moderate
217,D,C,B,A,C,C,B,C,D,B,A,A,B,B,C,D,D,C,C,C,D,C,C,C,A,B,D,C,D,D,B,A,C,B,D,High
218,A,A,B,C,B,C,A,A,B,D,A,B,B,A,D,B,A,C,B,B,C,C,B,A,B,A,B,A,B,B,C,A,B,A,B,Low
219,B,B,C,A,D,B,D,B,B,B,B,C,C,B,C,C,A,A,A,D,B,D,B,A,A,C,C,B,D,A,D,A,A,C,A,Moderate
220,B,B,D,B,D,D,C,C,B,C,B,B,D,C,C,B,B,D,C,A,A,B,C,B,B,B,C,B,A,C,C,B,D,B,A,High
221,A,C,A,C,D,B,B,C,D,B,A,C,A,A,C,B,B,B,B,D,C,A,B,C,B,A,A,B,B,C,A,B,C,D,C,Moderate
222,C,C,A,B,A,B,C,C,C,B,B,A,D,C,A,C,A,B,C,D,D,C,A,D,C,D,B,B,C,C,B,B,B,A,D,High
223,C,C,D,A,B,C,A,A,A,D,B,B,C,B,C,A,A,A,D,C,B,C,C,B,C,C,A,C,B,B,C,A,A,C,D,Moderate
224,D,C,C,B,B,A,D,A,C,C,C,A,B,B,B,C,C,A,A,C,C,C,C,B,A,A,B,D,D,B,B,B,C,C,C,High
225,B,C,A,B,B,C,B,B,B,C,D,D,B,B,C,D,A,B,B,C,B,B,B,D,C,B,C,C,B,B,C,B,A,D,B,High
226,D,B,D,A,C,B,B,C,D,D,B,C,A,A,B,C,D,B,D,B,C,B,A,D,D,C,C,A,C,C,D,A,B,C,B,High
227,C,D,C,C,C,D,B,C,B,A,D,B,C,A,C,B,B,A,B,D,B,B,A,B,B,A,C,A,A,C,C,B,B,C,D,Moderate
228,B,B,B,A,C,D,B,B,A,A,B,A,B,D,A,D,A,A,B,D,A,D,B,B,B,A,D,C,C,B,A,C,D,B,C,Moderate
229,C,B,B,B,A,C,A,C,B,D,D,C,C,A,D,C,D,C,C,A,B,C,B,C,C,B,A,B,B,A,B,D,A,D,B,High
230,C,C,A,C,B,C,A,C,B,A,C,D,D,C,A,D,D,B,C,B,D,A,D,C,C,A,B,C,D,D,D,B,D,D,B,High
231,B,A,C,C,A,D,C,C,A,A,D,C,C,D,D,D,B,B,A,B,A,B,B,D,B,C,A,A,B,C,B,B,C,C,A,Moderate
232,C,A,D,C,A,C,A,A,B,A,C,C,A,B,C,B,A,B,A,D,B,B,C,D,D,A,B,B,B,C,C,C,C,C,B,Moderate
233,B,C,A,B,B,D,A,C,B,C,A,C,C,C,B,A,D,C,B,B,C,A,C,D,D,A,B,A,A,B,B,C,B,C,A,Moderate
234,B,C,A,A,C,C,D,A,A,D,B,B,A,B,A,A,C,C,A,A,A,A,B,B,C,B,A,D,B,A,D,B,A,B,B,Moderate
235,C,B,C,A,A,D,C,B,B,C,A,A,D,D,D,A,C,D,B,C,D,B,D,A,B,A,A,C,C,B,C,B,B,C,A,High
236,C,C,C,C,C,C,D,C,A,B,A,B,D,D,C,C,B,A,A,A,A,C,A,B,A,A,B,B,A,C,C,C,A,A,C,Moderate
237,D,D,C,A,B,B,B,B,C,B,B,C,C,B,D,A,B,A,C,C,B,B,C,C,D,C,B,B,D,C,B,D,C,C,D,High
238,B,D,D,C,D,B,C,B,C,C,B,D,B,A,A,C,B,B,A,A,D,C,C,A,B,B,B,D,C,A,B,A,A,D,A,Moderate
239,A,A,B,A,C,B,B,C,B,C,B,C,B,D,D,D,A,A,B,D,B,B,D,C,B,A,D,B,C,C,C,B,A,C,A,Moderate
240,A,A,B,A,D,B,B,B,D,C,B,A,C,A,B,A,A,B,C,A,C,A,C,B,A,B,C,C,C,A,D,A,C,B,B,Moderate
241,B,B,D,B,C,B,A,C,B,B,D,B,B,C,B,B,B,C,C,A,C,D,A,B,C,B,C,B,A,A,B,D,A,A,D,Moderate
242,B,B,C,B,A,C,A,C,A,A,A,A,B,B,A,D,C,C,B,D,C,B,A,C,D,A,B,A,C,B,B,A,A,B,C,Moderate
243,A,D,C,B,B,B,D,B,D,D,A,C,C,C,C,C,A,B,B,A,B,A,B,A,B,C,D,C,C,C,D,A,D,B,B,High
244,D,A,C,A,B,B,B,A,B,B,D,D,B,C,B,A,A,B,A,A,B,B,B,D,C,B,B,A,B,B,C,A,B,A,D,Moderate
245,B,B,B,D,B,C,B,B,B,B,D,B,B,B,D,A,C,A,C,B,C,A,C,C,A,A,D,A,A,D,A,D,A,C,B,Moderate
246,A,C,C,D,C,B,B,B,A,B,B,B,D,B,A,B,A,C,A,D,C,B,B,B,B,A,B,B,B,C,B,B,C,C,C,Moderate
247,D,D,D,B,C,A,C,A,A,A,C,A,D,B,A,B,C,C,A,B,D,D,A,B,A,A,B,C,D,B,C,B,C,B,B,Moderate
248,C,D,B,C,B,C,B,D,B,B,B,B,C,B,B,B,C,A,D,C,B,B,A,C,C,A,C,D,B,B,C,B,A,D,C,High
249,D,C,A,D,D,B,A,A,C,D,C,D,B,C,B,A,C,C,A,A,B,A,D,B,A,D,D,A,B,B,B,C,A,A,A,Moderate
250,A,D,D,C,B,C,A,A,D,A,B,D,A,A,B,C,B,B,B,A,B,B,B,C,B,D,A,C,D,A,A,B,C,D,B,Moderate
251,A,A,A,B,C,D,C,A,C,D,A,B,C,A,A,B,D,C,B,B,B,D,C,D,C,D,D,A,B,D,A,B,A,B,B,Moderate
252,B,A,C,B,D,B,D,A,A,A,D,D,C,A,B,C,B,A,A,A,D,A,C,B,D,C,A,B,B,B,D,C,A,B,A,Moderate
253,B,B,A,B,C,C,B,B,B,B,A,B,B,C,A,B,B,C,D,C,C,B,B,B,C,D,A,C,B,A,B,D,B,D,B,Moderate
254,B,C,C,B,C,B,B,D,B,B,B,B,D,B,A,A,A,A,D,A,D,B,A,A,D,B,B,B,B,B,C,A,C,B,B,Moderate
255,C,B,C,B,D,B,C,B,C,D,D,A,B,D,D,B,A,C,D,D,B,A,C,C,C,C,B,B,B,B,A,B,D,B,C,High
256,D,C,A,B,C,A,D,D,A,A,B,B,B,B,B,B,C,B,C,A,B,C,A,B,B,A,A,B,A,C,D,A,B,B,C,Moderate
257,A,D,D,D,A,C,D,B,D,C,D,A,C,C,C,D,B,A,A,B,C,B,B,A,C,B,C,B,B,A,A,C,A,B,A,Moderate
258,B,D,B,B,A,B,C,C,C,B,A,A,B,C,D,C,B,A,C,B,C,D,B,C,B,D,B,B,D,A,B,A,B,A,B,Moderate
259,B,D,A,C,C,B,D,B,A,C,A,B,C,D,B,A,B,C,B,B,B,C,A,A,B,A,A,A,C,D,D,C,C,B,B,Moderate
260,B,C,B,B,B,B,C,B,B,A,A,C,C,A,B,A,C,C,A,C,C,A,D,B,D,B,C,C,B,C,C,C,A,A,B,Moderate
261,B,D,B,A,C,B,B,B,A,C,A,D,C,C,A,C,A,A,C,D,B,C,A,B,B,B,B,C,D,B,C,A,C,C,B,Moderate
262,C,A,B,B,B,A,C,A,A,D,B,B,B,A,A,A,A,A,C,A,A,B,D,C,A,A,D,C,B,B,C,C,B,B,C,Moderate
263,B,B,C,C,A,B,B,A,B,C,D,B,C,B,A,A,D,A,B,A,A,C,A,C,B,A,C,A,B,A,B,D,A,D,B,Moderate
264,B,B,B,A,A,C,B,B,A,D,A,B,A,A,C,B,A,A,A,B,D,D,C,D,A,D,B,B,A,B,C,C,C,D,C,Moderate
265,A,B,B,C,A,A,A,B,D,A,B,A,A,A,A,A,B,D,B,A,B,C,B,B,B,B,C,B,B,C,A,B,C,C,B,Low
266,C,C,B,A,A,A,B,A,C,C,B,A,A,D,B,C,D,C,B,D,B,B,B,D,B,B,B,B,B,D,A,B,B,C,D,Moderate
267,B,B,D,D,A,C,C,B,B,A,D,B,A,C,B,A,B,B,A,D,A,A,D,C,B,C,B,C,B,C,B,A,A,B,B,Moderate
268,D,B,C,C,D,B,C,A,C,A,A,D,B,A,C,B,B,A,B,C,B,B,C,A,B,A,D,C,C,C,B,B,C,B,B,Moderate
269,B,D,C,D,A,B,C,B,D,A,B,A,A,C,A,B,A,C,A,A,B,B,A,C,B,B,B,C,C,B,D,B,C,A,A,Moderate
270,B,A,B,B,D,C,C,D,A,A,B,A,A,D,A,B,B,D,C,B,B,C,B,C,C,B,B,C,D,A,D,B,A,B,B,Moderate
271,B,B,B,B,C,D,C,B,C,B,C,C,B,C,C,C,A,A,B,B,A,B,D,A,B,D,D,D,C,D,A,C,C,B,D,High
272,A,C,C,C,A,C,A,B,A,B,C,C,A,B,B,B,B,D,A,A,A,C,A,C,B,A,D,D,A,D,C,C,A,C,A,Moderate
273,B,B,B,B,C,C,B,B,C,C,C,D,D,B,D,C,D,D,B,B,B,A,C,B,A,A,C,B,B,D,C,C,A,B,A,High
274,B,B,D,B,C,C,B,B,C,A,A,B,D,B,B,A,A,D,A,C,C,A,B,B,B,B,B,B,B,B,A,B,C,B,B,Moderate
275,C,A,A,B,C,A,A,A,D,A,C,C,B,A,B,A,D,C,B,A,B,C,C,C,A,A,A,A,C,B,D,C,A,B,B,Moderate
276,A,B,A,B,C,C,D,B,A,B,B,B,B,B,C,B,A,B,D,D,D,C,C,B,B,D,B,B,B,B,B,C,A,B,B,Moderate
277,A,A,B,B,D,B,C,B,A,C,A,B,C,B,A,A,C,B,B,A,B,D,C,B,B,B,D,C,C,D,A,B,B,C,A,Moderate
278,B,A,A,D,B,A,B,B,A,A,B,D,B,D,C,C,C,B,A,A,A,A,D,C,B,A,B,D,C,C,B,B,D,D,B,Moderate
279,A,D,C,B,C,D,B,B,A,B,B,B,B,B,A,B,A,C,B,C,C,C,B,C,D,D,A,D,C,B,B,B,C,D,C,High
280,A,D,C,B,D,C,B,A,C,B,C,B,A,C,B,B,B,B,A,C,B,D,D,B,B,A,B,B,A,B,A,D,C,A,B,Moderate
281,B,C,A,B,B,B,B,B,B,A,A,B,B,C,B,C,A,D,D,C,A,A,B,B,B,A,C,D,B,B,B,C,A,A,C,Moderate
282,C,C,A,C,B,A,C,D,C,D,B,D,B,D,D,D,B,B,B,C,C,D,C,B,C,A,D,B,D,D,B,B,B,C,A,High
283,C,B,B,C,D,B,D,C,C,D,A,C,C,C,B,C,C,B,C,C,C,A,A,B,C,B,A,C,A,C,C,B,C,B,A,High
284,C,A,A,D,C,B,C,D,D,A,C,A,B,A,C,B,B,B,B,C,A,A,A,C,A,B,A,C,D,C,D,B,C,C,A,Moderate
285,A,C,C,C,B,B,D,A,C,A,D,C,A,B,D,B,A,C,C,A,A,A,A,C,B,B,D,C,C,A,A,A,C,A,D,Moderate
286,B,D,C,A,B,B,D,A,C,A,C,D,D,D,B,C,B,A,C,A,C,D,B,D,A,D,A,A,B,B,C,B,B,B,D,High
287,B,A,C,B,B,B,B,D,B,A,B,A,B,C,D,D,D,B,B,C,C,B,B,A,A,A,D,B,C,C,A,B,D,C,A,Moderate
288,B,A,B,B,B,D,C,B,C,A,A,B,A,A,A,B,C,A,C,A,D,B,B,C,D,D,B,A,A,B,D,B,C,A,A,Moderate
289,A,A,D,B,A,B,C,A,A,A,C,A,C,C,A,D,B,D,A,C,A,B,A,C,B,B,C,B,C,A,A,C,A,A,B,Moderate
290,D,D,A,C,B,A,A,B,A,B,C,D,B,B,A,B,B,B,B,B,A,A,C,C,C,B,A,D,C,C,A,A,B,B,C,Moderate
291,C,A,C,C,B,B,A,B,C,C,D,C,C,D,B,A,B,A,B,B,A,B,B,B,C,B,A,A,B,B,B,D,A,C,C,Moderate
292,C,A,B,C,B,A,D,B,B,C,A,A,B,B,B,C,D,B,B,A,B,A,B,B,A,B,B,C,B,C,C,B,C,B,D,Moderate
293,B,B,A,A,C,B,D,A,B,B,C,C,C,A,C,D,B,C,B,B,B,B,C,D,A,A,B,A,B,B,A,B,C,C,C,Moderate
294,C,D,B,A,B,B,B,B,C,D,B,D,C,B,D,D,D,D,A,C,A,A,A,B,B,A,C,D,C,B,B,A,B,D,A,High
295,C,D,B,D,B,B,B,B,B,A,C,B,B,C,D,A,A,A,D,C,C,D,C,A,C,B,B,D,B,C,C,C,B,B,D,High
296,C,B,B,A,B,B,C,B,C,C,D,C,B,A,B,C,B,B,B,A,B,C,D,A,A,B,C,A,B,A,D,C,A,B,A,Moderate
297,D,C,B,B,B,B,B,A,B,B,B,A,A,B,A,B,A,A,C,B,B,C,C,B,A,B,A,D,A,D,B,D,C,B,A,Moderate
298,C,D,A,D,A,C,A,A,A,C,D,B,A,B,C,D,D,B,B,C,C,A,B,B,B,A,D,C,B,A,A,C,B,B,A,Moderate
299,A,A,C,A,B,B,A,B,C,C,C,D,B,C,C,C,B,D,B,C,A,D,A,A,D,A,D,A,C,D,C,B,B,C,B,Moderate
300,D,B,C,B,B,A,C,B,B,C,C,C,A,D,B,D,A,C,C,B,D,A,B,D,B,C,A,C,A,B,B,C,D,D,B,High
301,C,C,A,C,B,C,C,B,C,D,D,A,B,A,C,B,C,A,C,B,D,A,A,C,B,C,D,B,B,B,B,C,D,D,B,High
302,B,B,A,D,D,A,A,A,D,D,D,A,A,B,B,A,D,C,D,A,C,C,B,C,B,C,B,A,A,C,B,A,D,B,A,Moderate
303,B,A,C,B,B,A,A,A,B,A,C,B,B,B,B,D,C,A,A,C,B,B,C,C,C,D,C,C,A,B,D,B,B,C,A,Moderate
304,A,B,C,B,B,A,C,A,B,C,B,B,A,C,A,B,C,B,B,A,C,A,C,A,A,B,B,D,A,B,D,B,D,D,A,Moderate
305,A,C,B,B,A,A,A,B,A,D,B,A,D,A,A,A,C,C,B,A,D,C,B,C,B,A,B,A,B,B,D,C,A,A,A,Low
306,C,B,D,C,C,B,B,C,B,C,B,A,D,D,C,B,A,C,B,D,B,C,B,D,D,B,B,B,B,B,A,A,D,A,A,High
307,D,D,D,C,C,B,A,A,C,A,A,B,B,C,B,A,C,A,C,C,D,A,B,C,B,C,B,C,C,A,C,A,A,B,B,Moderate
308,B,B,D,B,A,C,D,C,C,B,D,C,C,C,B,D,A,C,D,C,A,A,B,C,C,C,A,D,A,C,B,C,B,B,C,High
309,B,A,B,C,D,C,C,D,B,A,A,A,D,C,C,D,B,C,B,A,B,C,C,C,C,B,B,A,D,C,B,C,B,B,C,High
310,D,A,B,B,B,D,C,A,C,A,C,B,A,D,C,B,D,B,D,C,C,C,D,A,B,B,B,D,C,C,D,A,B,A,B,High
311,C,B,D,D,C,A,C,C,C,D,B,D,A,C,B,C,B,B,B,C,A,A,A,B,A,D,C,B,A,D,A,A,A,D,D,High
312,C,B,A,B,C,C,C,B,D,B,B,B,D,B,A,B,D,B,C,A,D,B,D,C,B,B,A,B,A,B,C,D,A,B,B,Moderate
313,C,B,B,C,B,D,C,C,A,B,A,B,B,A,C,B,B,A,B,B,C,B,D,A,B,A,B,C,A,C,A,C,B,B,A,Moderate
314,B,B,B,C,A,B,C,C,A,B,B,C,B,B,B,B,C,B,D,A,B,C,B,B,D,A,C,D,C,D,B,D,C,D,D,High
315,D,B,A,B,C,A,B,C,B,C,C,B,A,D,D,B,C,D,D,B,B,D,B,A,D,A,A,D,C,B,B,A,B,C,C,High
316,B,C,C,D,A,D,A,B,B,C,C,B,C,C,D,D,D,D,B,C,D,B,A,B,A,B,C,B,D,B,B,B,B,A,C,High
317,B,D,B,D,A,A,C,B,B,A,A,B,A,C,C,C,C,C,A,C,D,A,A,D,C,C,B,B,B,C,B,D,A,C,A,Moderate
318,A,B,A,D,B,B,C,B,C,C,C,B,B,A,D,A,B,B,C,B,C,C,D,D,B,D,C,B,A,B,D,B,C,B,A,High
319,A,C,A,C,D,B,D,C,A,B,B,B,A,C,C,A,B,B,B,A,B,C,A,B,B,B,B,B,B,B,D,B,D,C,A,Moderate
320,B,C,C,C,D,A,B,C,B,A,C,A,B,C,A,A,B,B,B,B,B,A,D,B,B,A,A,D,A,A,B,B,D,C,C,Moderate
321,B,B,D,D,D,D,A,C,C,C,D,C,A,D,B,C,A,C,B,D,C,B,D,C,C,C,A,D,A,D,B,B,A,D,D,High
322,A,A,A,A,C,A,D,B,B,B,C,B,D,A,B,B,C,B,C,A,C,A,C,C,B,B,B,A,B,C,A,D,C,C,B,Moderate
323,C,B,B,B,A,B,B,C,C,C,B,A,B,D,B,C,A,B,C,B,C,C,A,A,B,A,B,B,C,B,B,A,A,C,A,Moderate
324,A,A,A,B,B,D,D,B,B,B,B,C,A,D,A,C,D,A,A,B,D,B,C,B,B,D,A,B,B,B,B,B,B,A,A,Moderate
325,C,B,C,C,C,D,D,B,B,C,B,D,B,C,D,C,B,A,C,A,B,A,C,C,A,A,B,B,B,A,A,C,D,A,D,High
326,B,C,A,B,B,B,B,B,B,C,B,B,A,A,B,A,A,B,D,D,C,C,B,A,B,B,A,B,B,B,B,D,B,A,A,Moderate
327,A,C,B,B,C,D,A,B,B,C,B,A,B,A,D,B,B,C,D,D,D,B,D,D,B,B,C,B,C,B,D,D,C,B,C,High
328,D,B,B,C,B,A,A,A,B,B,A,B,C,C,D,C,A,B,C,A,A,C,C,C,D,B,B,D,D,C,C,B,B,B,A,Moderate
329,B,B,B,B,A,D,B,B,D,A,B,B,B,B,D,A,B,A,A,B,B,C,B,A,C,A,A,D,C,B,A,C,C,A,D,Moderate
330,B,C,B,C,C,C,A,D,D,B,B,D,D,B,C,B,D,B,C,B,B,C,A,A,D,B,C,D,B,D,B,B,C,D,B,High
331,B,C,A,B,B,C,A,B,B,A,B,B,A,A,A,C,C,B,A,C,B,A,B,B,C,C,A,A,C,B,D,B,D,A,C,Moderate
332,B,B,A,B,B,D,B,D,C,A,D,C,B,B,C,A,C,B,C,A,D,C,C,A,B,B,B,D,B,D,A,B,A,D,A,Moderate
333,B,D,C,C,C,A,D,C,C,D,A,B,B,C,A,B,A,B,A,A,D,B,C,C,B,B,A,C,B,B,A,C,A,B,A,Moderate
334,A,B,D,B,B,B,C,C,C,B,A,C,A,C,D,A,B,A,B,C,C,C,A,C,C,B,A,C,C,B,C,A,D,C,B,Moderate
335,A,B,C,C,A,B,B,D,D,B,D,B,B,C,B,B,C,A,A,D,A,B,A,A,C,B,A,B,D,D,A,B,C,B,D,Moderate
336,B,B,B,B,B,B,B,D,A,B,B,C,C,B,D,C,A,A,A,B,B,D,B,B,A,B,C,A,C,C,B,B,B,C,A,Moderate
337,A,D,C,A,A,B,B,A,B,D,B,A,C,A,A,B,B,C,B,C,B,B,B,B,B,D,A,D,A,A,B,B,B,A,B,Moderate
338,C,C,C,A,B,D,A,C,B,B,B,D,A,A,C,B,D,A,A,B,A,D,D,D,C,D,B,C,D,D,A,C,C,D,A,High
339,C,B,C,B,B,A,B,C,A,B,B,B,B,A,A,C,A,C,C,C,D,B,A,C,B,B,B,C,B,A,A,C,A,C,C,Moderate
340,B,D,C,B,C,A,A,B,B,B,D,A,B,D,C,B,C,B,C,A,B,B,A,C,C,A,A,C,B,D,C,D,C,D,B,High
341,B,C,A,C,B,D,D,B,C,B,B,B,B,B,A,B,C,A,C,C,D,C,A,C,C,B,A,D,D,C,C,B,C,A,A,High
342,C,D,B,C,B,B,A,B,C,B,C,C,A,A,C,C,A,C,A,C,B,B,B,A,B,A,C,B,A,C,D,B,B,C,C,Moderate
343,B,A,C,C,B,A,A,B,D,A,B,B,C,C,C,C,B,B,D,B,A,C,B,A,A,A,C,C,D,C,C,B,A,D,D,Moderate
344,B,C,B,A,C,A,A,D,B,B,C,A,B,C,D,A,D,A,B,B,B,C,B,C,B,B,C,A,C,B,C,A,D,B,D,Moderate
345,C,C,B,D,C,A,D,D,B,C,A,B,D,B,B,C,C,D,B,A,B,B,C,C,C,B,B,D,C,D,A,B,B,A,B,High
346,A,B,C,C,C,C,A,D,B,D,B,D,C,A,C,D,B,C,C,B,B,B,C,A,B,C,D,D,A,D,A,D,B,C,B,High
347,A,B,A,C,C,A,B,D,C,C,A,B,A,A,A,C,B,B,A,B,C,D,C,A,A,D,B,A,B,C,C,A,B,C,B,Moderate
348,C,A,D,B,C,C,A,B,B,B,A,A,C,B,C,A,B,A,B,B,A,B,A,D,C,C,C,A,D,B,A,B,C,D,B,Moderate
349,A,C,D,A,C,B,D,C,B,D,A,B,D,C,C,A,A,A,B,B,A,C,C,B,A,B,B,B,B,B,B,C,A,A,B,Moderate
350,B,B,A,D,D,D,D,C,B,A,C,A,D,D,A,B,B,A,C,D,C,C,D,C,B,C,B,D,D,A,C,B,B,C,B,High
351,B,C,B,D,C,B,D,B,D,C,B,C,B,A,C,B,A,B,A,B,A,A,A,A,B,A,D,B,C,C,C,A,A,B,B,Moderate
352,A,B,B,C,D,A,B,A,A,D,C,C,A,C,C,A,A,C,B,D,A,C,C,D,B,D,B,B,D,D,A,C,C,C,A,High
353,A,A,A,C,B,B,B,B,C,A,B,C,B,B,D,A,A,B,C,B,A,C,B,B,D,A,C,C,C,A,A,C,D,D,C,Moderate
354,C,A,A,D,B,B,B,B,A,C,A,A,B,A,D,D,B,B,A,A,B,D,B,B,B,C,D,B,A,C,B,A,B,C,B,Moderate
355,C,D,B,C,B,D,C,A,A,B,B,B,A,D,C,C,B,A,A,C,C,C,C,B,C,B,B,C,C,A,B,B,D,B,B,Moderate
356,A,D,D,D,C,C,C,B,B,B,C,B,D,B,A,D,A,B,B,B,B,D,B,B,D,C,C,B,A,B,B,B,A,B,C,High
357,B,C,A,C,A,A,A,A,B,A,C,B,A,B,B,D,B,D,D,C,C,C,B,B,D,B,B,B,C,D,C,A,A,B,B,Moderate
